Year,NLF_COUNTY_CD,CRASH_TYPE_CD,ODPS_TOTAL_FATALITIES_NBR,INCAPAC_INJURIES_NBR,NON_INCAPAC_INJURIES_NBR,POSSIBLE_INJURIES_NBR,NO_INJURY_REPORTED_NBR,CRASH_COUNT
2022,Summit,Backing,0,0,0,0,0,0
2022,Summit,Fixed Object,0,0,0,0,0,0
2022,Summit,Head On,0,0,0,0,0,0
2022,Summit,Left Turn,0,0,0,0,0,0
2022,Summit,Other Non-Collision,0,0,0,0,0,0
2022,Summit,Other Object,0,0,0,0,0,0
2022,Summit,Overturning,0,0,0,0,0,0
2022,Summit,Parked Vehicle,0,0,0,0,0,0
2022,Summit,Pedalcycles,0,0,0,0,0,0
2022,Summit,Pedestrian,0,0,0,0,0,0
2022,Summit,Right Turn,0,0,0,0,0,0
2022,Summit,Sideswipe - Meeting,0,0,0,0,0,0
2022,Summit,Sideswipe - Passing,0,0,0,0,0,0
2022,Summit,Train,0,0,0,0,0,0
2022,Summit,Unknown,0,0,0,0,0,0
2022,Summit,Falling From Or In Vehicle,0,0,0,0,0,0
2022,Summit,Other Non-Vehicle,0,0,0,0,0,0
2022,Summit,Motorized,0,0,0,0,0,0
2022,Summit,Non-motorized,0,0,0,0,0,0
2023,Crawford,Rear End,0,0,0,0,0,0
2023,Crawford,Angle,0,0,0,0,0,0
2023,Crawford,Animal,0,0,0,0,0,0
2023,Crawford,Backing,0,0,0,0,0,0
2023,Crawford,Fixed Object,0,0,0,0,1,1
2023,Crawford,Head On,0,0,0,0,0,0
2023,Crawford,Left Turn,0,0,0,0,0,0
2023,Crawford,Other Non-Collision,0,0,0,0,0,0
2023,Crawford,Other Object,0,0,0,0,0,0
2023,Crawford,Overturning,0,0,0,0,0,0
2023,Crawford,Parked Vehicle,0,0,0,0,0,0
2023,Crawford,Pedalcycles,0,0,0,0,0,0
2023,Crawford,Pedestrian,0,0,0,0,0,0
2023,Crawford,Right Turn,0,0,0,0,0,0
2023,Crawford,Sideswipe - Meeting,0,0,0,0,0,0
2023,Crawford,Sideswipe - Passing,0,0,0,0,0,0
2023,Crawford,Train,0,0,0,0,0,0
2023,Crawford,Unknown,0,0,0,0,0,0
2023,Crawford,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Crawford,Other Non-Vehicle,0,0,0,0,0,0
2023,Crawford,Motorized,0,0,0,0,1,1
2023,Crawford,Non-motorized,0,0,0,0,0,0
2023,Delaware,Rear End,1,8,152,288,2559,1000
2023,Delaware,Angle,1,34,190,131,1078,491
2023,Delaware,Animal,0,1,21,17,394,298
2023,Delaware,Backing,0,0,5,1,278,129
2023,Delaware,Fixed Object,4,16,84,62,515,490
2023,Delaware,Head On,5,8,30,25,81,56
2023,Delaware,Left Turn,0,15,106,90,646,281
2023,Delaware,Other Non-Collision,0,1,2,0,59,43
2023,Delaware,Other Object,0,0,0,0,12,10
2023,Delaware,Overturning,0,3,9,3,12,17
2023,Delaware,Parked Vehicle,1,0,7,6,148,128
2023,Delaware,Pedalcycles,0,4,4,1,20,12
2023,Delaware,Pedestrian,0,2,20,5,31,23
2023,Delaware,Right Turn,1,0,13,11,245,97
2023,Delaware,Sideswipe - Meeting,0,0,0,0,0,0
2023,Delaware,Sideswipe - Passing,2,6,46,47,1025,391
2023,Delaware,Train,0,0,2,0,1,2
2023,Delaware,Unknown,0,0,0,0,27,17
2023,Delaware,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Delaware,Other Non-Vehicle,0,0,0,0,0,0
2023,Delaware,Motorized,15,92,667,681,7080,3450
2023,Delaware,Non-motorized,0,6,24,6,51,35
2023,Fairfield,Rear End,2,4,104,85,1327,517
2023,Fairfield,Angle,1,22,121,71,769,335
2023,Fairfield,Animal,0,1,3,0,121,92
2023,Fairfield,Backing,0,1,3,0,141,70
2023,Fairfield,Fixed Object,5,29,65,34,298,336
2023,Fairfield,Head On,2,11,30,9,82,52
2023,Fairfield,Left Turn,3,9,34,33,365,158
2023,Fairfield,Other Non-Collision,0,1,3,2,36,36
2023,Fairfield,Other Object,0,1,0,0,3,4
2023,Fairfield,Overturning,0,4,10,2,10,21
2023,Fairfield,Parked Vehicle,0,1,13,3,103,113
2023,Fairfield,Pedalcycles,0,0,6,7,19,13
2023,Fairfield,Pedestrian,1,6,12,4,28,24
2023,Fairfield,Right Turn,0,1,12,5,190,78
2023,Fairfield,Sideswipe - Meeting,0,1,0,0,1,1
2023,Fairfield,Sideswipe - Passing,1,11,47,24,628,258
2023,Fairfield,Train,0,0,0,0,0,0
2023,Fairfield,Unknown,0,0,1,0,16,10
2023,Fairfield,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Fairfield,Other Non-Vehicle,0,0,0,0,0,0
2023,Fairfield,Motorized,14,97,446,268,4090,2081
2023,Fairfield,Non-motorized,1,6,18,11,47,37
2023,Franklin,Rear End,11,70,1281,1296,13589,5332
2023,Franklin,Angle,19,115,1412,1094,8563,3751
2023,Franklin,Animal,1,0,18,7,210,160
2023,Franklin,Backing,0,3,20,32,1720,911
2023,Franklin,Fixed Object,19,128,531,301,2550,2692
2023,Franklin,Head On,16,67,292,197,1051,558
2023,Franklin,Left Turn,12,49,651,498,3838,1758
2023,Franklin,Other Non-Collision,4,22,50,25,248,257
2023,Franklin,Other Object,0,1,14,2,106,91
2023,Franklin,Overturning,1,7,44,18,40,82
2023,Franklin,Parked Vehicle,0,12,139,84,2523,2105
2023,Franklin,Pedalcycles,3,24,134,38,271,213
2023,Franklin,Pedestrian,29,114,299,127,707,529
2023,Franklin,Right Turn,2,10,127,137,1868,769
2023,Franklin,Sideswipe - Meeting,0,0,2,0,18,10
2023,Franklin,Sideswipe - Passing,11,40,541,480,10133,4240
2023,Franklin,Train,0,0,0,1,3,2
2023,Franklin,Unknown,1,6,19,7,212,132
2023,Franklin,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Franklin,Other Non-Vehicle,0,0,0,0,0,0
2023,Franklin,Motorized,97,530,5141,4179,46672,22850
2023,Franklin,Non-motorized,32,138,433,165,978,742
2023,Hancock,Rear End,0,0,0,0,0,0
2023,Hancock,Angle,0,0,0,0,0,0
2023,Hancock,Animal,0,0,0,0,0,0
2023,Hancock,Backing,0,0,0,0,0,0
2023,Hancock,Fixed Object,0,0,0,0,0,0
2023,Hancock,Head On,0,0,0,0,0,0
2023,Hancock,Left Turn,0,0,0,0,0,0
2023,Hancock,Other Non-Collision,0,0,0,0,0,0
2023,Hancock,Other Object,0,0,0,0,0,0
2023,Hancock,Overturning,0,0,0,0,0,0
2023,Hancock,Parked Vehicle,0,0,0,0,0,0
2023,Hancock,Pedalcycles,0,0,0,0,0,0
2023,Hancock,Pedestrian,0,0,0,0,0,0
2023,Hancock,Right Turn,0,0,0,0,0,0
2023,Hancock,Sideswipe - Meeting,0,0,0,0,0,0
2023,Hancock,Sideswipe - Passing,0,0,0,0,0,0
2023,Hancock,Train,0,0,0,0,0,0
2023,Hancock,Unknown,0,0,0,0,0,0
2023,Hancock,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Hancock,Other Non-Vehicle,0,0,0,0,0,0
2023,Hancock,Motorized,0,0,0,0,0,0
2023,Hancock,Non-motorized,0,0,0,0,0,0
2023,Knox,Rear End,0,2,27,28,447,165
2023,Knox,Angle,1,4,31,29,324,135
2023,Knox,Animal,0,3,8,3,273,213
2023,Knox,Backing,0,0,1,0,85,43
2023,Knox,Fixed Object,3,14,66,22,202,236
2023,Knox,Head On,2,3,21,15,49,28
2023,Knox,Left Turn,0,1,18,13,131,61
2023,Knox,Other Non-Collision,0,0,0,1,15,11
2023,Knox,Other Object,0,0,0,0,2,2
2023,Knox,Overturning,0,2,5,4,4,15
2023,Knox,Parked Vehicle,0,0,1,3,23,25
2023,Knox,Pedalcycles,0,0,0,0,0,0
2023,Knox,Pedestrian,1,1,1,6,12,10
2023,Knox,Right Turn,0,0,2,2,44,21
2023,Knox,Sideswipe - Meeting,0,0,0,0,2,1
2023,Knox,Sideswipe - Passing,0,1,14,10,186,81
2023,Knox,Train,0,0,0,0,0,0
2023,Knox,Unknown,0,0,0,0,5,4
2023,Knox,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Knox,Other Non-Vehicle,0,0,0,0,0,0
2023,Knox,Motorized,6,30,194,130,1792,1041
2023,Knox,Non-motorized,1,1,1,6,12,10
2023,Licking,Rear End,8,28,107,107,1828,693
2023,Licking,Angle,3,13,118,95,992,424
2023,Licking,Animal,0,3,13,7,300,246
2023,Licking,Backing,0,0,0,4,209,107
2023,Licking,Fixed Object,5,26,119,74,580,644
2023,Licking,Head On,2,12,17,21,118,61
2023,Licking,Left Turn,1,13,54,36,498,205
2023,Licking,Other Non-Collision,0,6,5,3,78,69
2023,Licking,Other Object,0,0,1,0,24,18
2023,Licking,Overturning,1,4,11,5,9,27
2023,Licking,Parked Vehicle,0,4,11,9,140,119
2023,Licking,Pedalcycles,0,2,7,2,16,12
2023,Licking,Pedestrian,2,6,15,9,43,32
2023,Licking,Right Turn,1,3,14,11,229,102
2023,Licking,Sideswipe - Meeting,0,0,0,0,6,2
2023,Licking,Sideswipe - Passing,0,8,59,41,950,394
2023,Licking,Train,0,0,1,0,3,2
2023,Licking,Unknown,0,2,4,1,21,20
2023,Licking,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Licking,Other Non-Vehicle,0,0,0,0,2,1
2023,Licking,Motorized,21,122,534,414,5987,3134
2023,Licking,Non-motorized,2,8,22,11,59,44
2023,Madison,Rear End,1,15,46,38,454,174
2023,Madison,Angle,0,13,44,38,222,118
2023,Madison,Animal,1,1,12,7,152,105
2023,Madison,Backing,0,2,1,0,76,40
2023,Madison,Fixed Object,6,23,50,21,247,264
2023,Madison,Head On,2,4,5,10,35,21
2023,Madison,Left Turn,0,2,23,16,46,31
2023,Madison,Other Non-Collision,0,1,6,1,39,35
2023,Madison,Other Object,0,0,0,1,14,13
2023,Madison,Overturning,0,2,5,0,5,12
2023,Madison,Parked Vehicle,0,0,2,4,35,36
2023,Madison,Pedalcycles,0,0,2,0,3,2
2023,Madison,Pedestrian,0,0,1,1,6,3
2023,Madison,Right Turn,0,0,2,3,47,17
2023,Madison,Sideswipe - Meeting,0,0,0,3,7,4
2023,Madison,Sideswipe - Passing,0,3,24,19,389,165
2023,Madison,Train,0,0,0,0,0,0
2023,Madison,Unknown,0,0,2,0,32,18
2023,Madison,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Madison,Other Non-Vehicle,0,0,0,0,0,0
2023,Madison,Motorized,10,66,222,161,1800,1053
2023,Madison,Non-motorized,0,0,3,1,9,5
2023,Marion,Rear End,0,2,52,80,570,244
2023,Marion,Angle,3,20,106,66,585,257
2023,Marion,Animal,1,0,4,9,329,259
2023,Marion,Backing,0,0,2,2,150,66
2023,Marion,Fixed Object,4,16,55,21,201,226
2023,Marion,Head On,1,4,7,2,37,19
2023,Marion,Left Turn,0,4,30,15,195,88
2023,Marion,Other Non-Collision,1,0,3,3,30,27
2023,Marion,Other Object,0,0,0,0,10,9
2023,Marion,Overturning,0,2,7,1,3,9
2023,Marion,Parked Vehicle,0,1,10,3,69,74
2023,Marion,Pedalcycles,0,1,4,3,10,8
2023,Marion,Pedestrian,0,0,5,2,8,5
2023,Marion,Right Turn,0,0,6,2,100,42
2023,Marion,Sideswipe - Meeting,0,0,0,0,0,0
2023,Marion,Sideswipe - Passing,1,2,24,11,382,163
2023,Marion,Train,0,0,0,0,0,0
2023,Marion,Unknown,0,0,1,0,25,16
2023,Marion,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Marion,Other Non-Vehicle,0,0,0,0,0,0
2023,Marion,Motorized,11,51,307,215,2686,1499
2023,Marion,Non-motorized,0,1,9,5,18,13
2023,Morrow,Rear End,1,2,26,22,257,114
2023,Morrow,Angle,1,6,76,13,159,89
2023,Morrow,Animal,1,0,7,5,299,224
2023,Morrow,Backing,0,0,0,0,45,18
2023,Morrow,Fixed Object,0,9,72,24,228,247
2023,Morrow,Head On,0,5,6,4,34,19
2023,Morrow,Left Turn,1,2,10,6,102,40
2023,Morrow,Other Non-Collision,0,0,2,0,27,16
2023,Morrow,Other Object,0,0,0,0,8,5
2023,Morrow,Overturning,1,3,2,0,6,9
2023,Morrow,Parked Vehicle,0,0,4,2,45,13
2023,Morrow,Pedalcycles,0,1,0,0,3,1
2023,Morrow,Pedestrian,0,3,1,0,6,4
2023,Morrow,Right Turn,0,0,4,0,28,11
2023,Morrow,Sideswipe - Meeting,0,0,0,0,0,0
2023,Morrow,Sideswipe - Passing,0,0,27,9,242,100
2023,Morrow,Train,0,0,0,0,0,0
2023,Morrow,Unknown,0,0,0,0,18,12
2023,Morrow,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Morrow,Other Non-Vehicle,0,0,0,0,0,0
2023,Morrow,Motorized,5,27,236,85,1498,917
2023,Morrow,Non-motorized,0,4,1,0,9,5
2023,Pickaway,Rear End,1,4,48,44,526,227
2023,Pickaway,Angle,0,5,66,40,317,153
2023,Pickaway,Animal,0,2,4,6,218,183
2023,Pickaway,Backing,0,0,1,2,152,46
2023,Pickaway,Fixed Object,2,25,52,24,163,217
2023,Pickaway,Head On,1,16,19,12,47,31
2023,Pickaway,Left Turn,0,3,29,23,203,82
2023,Pickaway,Other Non-Collision,0,3,8,5,54,55
2023,Pickaway,Other Object,0,0,0,0,6,6
2023,Pickaway,Overturning,0,4,10,4,8,21
2023,Pickaway,Parked Vehicle,0,4,2,4,39,39
2023,Pickaway,Pedalcycles,0,0,2,0,2,2
2023,Pickaway,Pedestrian,1,1,4,2,5,6
2023,Pickaway,Right Turn,0,0,3,4,103,29
2023,Pickaway,Sideswipe - Meeting,0,0,0,0,2,1
2023,Pickaway,Sideswipe - Passing,2,4,23,7,318,131
2023,Pickaway,Train,0,0,0,0,0,0
2023,Pickaway,Unknown,0,0,1,0,11,7
2023,Pickaway,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Pickaway,Other Non-Vehicle,0,0,0,0,0,0
2023,Pickaway,Motorized,6,70,266,175,2167,1228
2023,Pickaway,Non-motorized,1,1,6,2,7,8
2023,Richland,Rear End,0,0,0,0,0,0
2023,Richland,Angle,0,0,0,0,0,0
2023,Richland,Animal,0,0,0,0,0,0
2023,Richland,Backing,0,0,0,0,0,0
2023,Richland,Fixed Object,0,0,0,0,0,0
2023,Richland,Head On,0,0,0,0,0,0
2023,Richland,Left Turn,0,0,0,0,0,0
2023,Richland,Other Non-Collision,0,0,0,0,0,0
2023,Richland,Other Object,0,0,0,0,0,0
2023,Richland,Overturning,0,0,0,0,0,0
2023,Richland,Parked Vehicle,0,0,0,0,0,0
2023,Richland,Pedalcycles,0,0,0,0,0,0
2023,Richland,Pedestrian,0,0,0,0,0,0
2023,Richland,Right Turn,0,0,0,0,0,0
2023,Richland,Sideswipe - Meeting,0,0,0,0,0,0
2023,Richland,Sideswipe - Passing,0,0,0,0,0,0
2023,Richland,Train,0,0,0,0,0,0
2023,Richland,Unknown,0,0,0,0,0,0
2023,Richland,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Richland,Other Non-Vehicle,0,0,0,0,0,0
2023,Richland,Motorized,0,0,0,0,0,0
2023,Richland,Non-motorized,0,0,0,0,0,0
2023,Ross,Rear End,0,0,0,0,0,0
2023,Ross,Angle,0,0,0,0,0,0
2023,Ross,Animal,0,0,0,0,0,0
2023,Ross,Backing,0,0,0,0,0,0
2023,Ross,Fixed Object,0,0,0,0,0,0
2023,Ross,Head On,0,0,0,0,0,0
2023,Ross,Left Turn,0,0,0,0,0,0
2023,Ross,Other Non-Collision,0,0,0,0,0,0
2023,Ross,Other Object,0,0,0,0,0,0
2023,Ross,Overturning,0,0,0,0,0,0
2023,Ross,Parked Vehicle,0,0,0,0,0,0
2023,Ross,Pedalcycles,0,0,0,0,0,0
2023,Ross,Pedestrian,0,0,0,0,0,0
2023,Ross,Right Turn,0,0,0,0,0,0
2023,Ross,Sideswipe - Meeting,0,0,0,0,0,0
2023,Ross,Sideswipe - Passing,0,0,0,0,0,0
2023,Ross,Train,0,0,0,0,0,0
2023,Ross,Unknown,0,0,0,0,0,0
2023,Ross,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Ross,Other Non-Vehicle,0,0,0,0,0,0
2023,Ross,Motorized,0,0,0,0,0,0
2023,Ross,Non-motorized,0,0,0,0,0,0
2023,Union,Rear End,0,3,65,79,629,259
2023,Union,Angle,2,12,38,38,253,132
2023,Union,Animal,0,1,17,8,332,242
2023,Union,Backing,0,0,0,0,89,42
2023,Union,Fixed Object,4,11,41,43,248,274
2023,Union,Head On,0,6,5,4,33,18
2023,Union,Left Turn,0,0,23,20,113,57
2023,Union,Other Non-Collision,0,1,3,0,21,22
2023,Union,Other Object,0,1,0,0,13,7
2023,Union,Overturning,1,2,13,7,5,17
2023,Union,Parked Vehicle,0,0,4,3,27,31
2023,Union,Pedalcycles,0,0,1,0,6,3
2023,Union,Pedestrian,1,0,2,1,3,4
2023,Union,Right Turn,0,0,3,2,54,21
2023,Union,Sideswipe - Meeting,0,0,0,0,0,0
2023,Union,Sideswipe - Passing,0,3,25,16,391,154
2023,Union,Train,0,0,0,0,0,0
2023,Union,Unknown,0,0,2,0,13,12
2023,Union,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Union,Other Non-Vehicle,0,0,0,0,0,0
2023,Union,Motorized,7,40,239,220,2221,1288
2023,Union,Non-motorized,1,0,3,1,9,7
2023,Hardin,Rear End,0,0,0,0,0,0
2023,Hardin,Angle,0,0,0,0,0,0
2023,Hardin,Animal,0,0,0,0,0,0
2023,Hardin,Backing,0,0,0,0,0,0
2023,Hardin,Fixed Object,0,0,0,0,0,0
2023,Hardin,Head On,0,0,0,0,0,0
2023,Hardin,Left Turn,0,0,0,0,0,0
2023,Hardin,Other Non-Collision,0,0,0,0,0,0
2023,Hardin,Other Object,0,0,0,0,0,0
2023,Hardin,Overturning,0,0,0,0,0,0
2023,Hardin,Parked Vehicle,0,0,0,0,0,0
2023,Hardin,Pedalcycles,0,0,0,0,0,0
2023,Hardin,Pedestrian,0,0,0,0,0,0
2023,Hardin,Right Turn,0,0,0,0,0,0
2023,Hardin,Sideswipe - Meeting,0,0,0,0,0,0
2023,Hardin,Sideswipe - Passing,0,0,0,0,0,0
2023,Hardin,Train,0,0,0,0,0,0
2023,Hardin,Unknown,0,0,0,0,0,0
2023,Hardin,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Hardin,Other Non-Vehicle,0,0,0,0,0,0
2023,Hardin,Motorized,0,0,0,0,0,0
2023,Hardin,Non-motorized,0,0,0,0,0,0
2023,Montgomery,Rear End,0,0,0,0,0,0
2023,Montgomery,Angle,0,0,0,0,0,0
2023,Montgomery,Animal,0,0,0,0,0,0
2023,Montgomery,Backing,0,0,0,0,0,0
2023,Montgomery,Fixed Object,0,0,0,0,0,0
2023,Montgomery,Head On,0,0,0,0,0,0
2023,Montgomery,Left Turn,0,0,0,0,0,0
2023,Montgomery,Other Non-Collision,0,0,0,0,0,0
2023,Montgomery,Other Object,0,0,0,0,0,0
2023,Montgomery,Overturning,0,0,0,0,0,0
2023,Montgomery,Parked Vehicle,0,0,0,0,0,0
2023,Montgomery,Pedalcycles,0,0,0,0,0,0
2023,Montgomery,Pedestrian,0,0,0,0,0,0
2023,Montgomery,Right Turn,0,0,0,0,0,0
2023,Montgomery,Sideswipe - Meeting,0,0,0,0,0,0
2023,Montgomery,Sideswipe - Passing,0,0,0,0,0,0
2023,Montgomery,Train,0,0,0,0,0,0
2023,Montgomery,Unknown,0,0,0,0,0,0
2023,Montgomery,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Montgomery,Other Non-Vehicle,0,0,0,0,0,0
2023,Montgomery,Motorized,0,0,0,0,0,0
2023,Montgomery,Non-motorized,0,0,0,0,0,0
2023,Perry,Rear End,0,0,0,0,0,0
2023,Perry,Angle,0,0,0,0,0,0
2023,Perry,Animal,0,0,0,0,0,0
2023,Perry,Backing,0,0,0,0,0,0
2023,Perry,Fixed Object,0,0,0,0,0,0
2023,Perry,Head On,0,0,0,0,0,0
2023,Perry,Left Turn,0,0,0,0,0,0
2023,Perry,Other Non-Collision,0,0,0,0,0,0
2023,Perry,Other Object,0,0,0,0,0,0
2023,Perry,Overturning,0,0,0,0,0,0
2023,Perry,Parked Vehicle,0,0,0,0,0,0
2023,Perry,Pedalcycles,0,0,0,0,0,0
2023,Perry,Pedestrian,0,0,0,0,0,0
2023,Perry,Right Turn,0,0,0,0,0,0
2023,Perry,Sideswipe - Meeting,0,0,0,0,0,0
2023,Perry,Sideswipe - Passing,0,0,0,0,0,0
2023,Perry,Train,0,0,0,0,0,0
2023,Perry,Unknown,0,0,0,0,0,0
2023,Perry,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Perry,Other Non-Vehicle,0,0,0,0,0,0
2023,Perry,Motorized,0,0,0,0,0,0
2023,Perry,Non-motorized,0,0,0,0,0,0
2023,Portage,Rear End,0,0,0,0,0,0
2023,Portage,Angle,0,0,0,0,0,0
2023,Portage,Animal,0,0,0,0,0,0
2023,Portage,Backing,0,0,0,0,0,0
2023,Portage,Fixed Object,0,0,0,0,0,0
2023,Portage,Head On,0,0,0,0,0,0
2023,Portage,Left Turn,0,0,0,0,0,0
2023,Portage,Other Non-Collision,0,0,0,0,0,0
2023,Portage,Other Object,0,0,0,0,0,0
2023,Portage,Overturning,0,0,0,0,0,0
2023,Portage,Parked Vehicle,0,0,0,0,0,0
2023,Portage,Pedalcycles,0,0,0,0,0,0
2023,Portage,Pedestrian,0,0,0,0,0,0
2023,Portage,Right Turn,0,0,0,0,0,0
2023,Portage,Sideswipe - Meeting,0,0,0,0,0,0
2023,Portage,Sideswipe - Passing,0,0,0,0,0,0
2023,Portage,Train,0,0,0,0,0,0
2023,Portage,Unknown,0,0,0,0,0,0
2023,Portage,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Portage,Other Non-Vehicle,0,0,0,0,0,0
2023,Portage,Motorized,0,0,0,0,0,0
2023,Portage,Non-motorized,0,0,0,0,0,0
2023,Wyandot,Rear End,0,0,0,0,0,0
2023,Wyandot,Angle,0,0,0,0,0,0
2023,Wyandot,Animal,0,0,0,0,0,0
2023,Wyandot,Backing,0,0,0,0,0,0
2023,Wyandot,Fixed Object,0,0,0,0,0,0
2023,Wyandot,Head On,0,0,0,0,0,0
2023,Wyandot,Left Turn,0,0,0,0,0,0
2023,Wyandot,Other Non-Collision,0,0,0,0,0,0
2023,Wyandot,Other Object,0,0,0,0,0,0
2023,Wyandot,Overturning,0,0,0,0,0,0
2023,Wyandot,Parked Vehicle,0,0,0,0,0,0
2023,Wyandot,Pedalcycles,0,0,0,0,0,0
2023,Wyandot,Pedestrian,0,0,0,0,0,0
2023,Wyandot,Right Turn,0,0,0,0,0,0
2023,Wyandot,Sideswipe - Meeting,0,0,0,0,0,0
2023,Wyandot,Sideswipe - Passing,0,0,0,0,0,0
2023,Wyandot,Train,0,0,0,0,0,0
2023,Wyandot,Unknown,0,0,0,0,0,0
2023,Wyandot,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Wyandot,Other Non-Vehicle,0,0,0,0,0,0
2023,Wyandot,Motorized,0,0,0,0,0,0
2023,Wyandot,Non-motorized,0,0,0,0,0,0
2023,Summit,Rear End,0,0,0,0,0,0
2023,Summit,Angle,0,0,0,0,0,0
2023,Summit,Animal,0,0,0,0,0,0
2023,Summit,Backing,0,0,0,0,0,0
2023,Summit,Fixed Object,0,0,0,0,0,0
2023,Summit,Head On,0,0,0,0,0,0
2023,Summit,Left Turn,0,0,0,0,0,0
2023,Summit,Other Non-Collision,0,0,0,0,0,0
2023,Summit,Other Object,0,0,0,0,0,0
2023,Summit,Overturning,0,0,0,0,0,0
2023,Summit,Parked Vehicle,0,0,0,0,0,0
2023,Summit,Pedalcycles,0,0,0,0,0,0
2023,Summit,Pedestrian,0,0,0,0,0,0
2023,Summit,Right Turn,0,0,0,0,0,0
2023,Summit,Sideswipe - Meeting,0,0,0,0,0,0
2023,Summit,Sideswipe - Passing,0,0,0,0,0,0
2023,Summit,Train,0,0,0,0,0,0
2023,Summit,Unknown,0,0,0,0,0,0
2023,Summit,Falling From Or In Vehicle,0,0,0,0,0,0
2023,Summit,Other Non-Vehicle,0,0,0,0,0,0
2023,Summit,Motorized,0,0,0,0,0,0
2023,Summit,Non-motorized,0,0,0,0,0,0
