Year,NLF_COUNTY_CD,CRASH_TYPE_CD,ODPS_TOTAL_FATALITIES_NBR,INCAPAC_INJURIES_NBR,NON_INCAPAC_INJURIES_NBR,POSSIBLE_INJURIES_NBR,NO_INJURY_REPORTED_NBR,CRASH_COUNT
2022,MAD,Head On,4,3,16,6,31,25
2022,MAD,Left Turn,0,4,14,9,85,41
2022,MAD,Other Non-Collision,0,1,2,3,47,36
2022,MAD,Other Object,0,0,1,0,23,17
2022,MAD,Overturning,0,1,7,4,13,16
2022,MAD,Parked Vehicle,0,1,2,1,27,27
2022,MAD,Pedalcycles,0,1,1,0,2,2
2022,MAD,Pedestrian,1,1,3,2,9,7
2022,MAD,Rear End,2,8,36,29,362,142
2022,MAD,Right Turn,0,1,2,2,39,16
2022,MAD,Sideswipe - Meeting,0,0,0,0,9,4
2022,MAD,Sideswipe - Passing,0,5,17,16,362,157
2022,MAD,Unknown,0,0,3,0,24,16
2022,MAR,Angle,0,6,102,53,425,209
2022,MAR,Animal,0,1,10,12,334,253
2022,MAR,Backing,0,0,2,0,162,77
2022,MAR,Fixed Object,8,13,51,12,264,260
2022,MAR,Head On,0,2,16,7,45,26
2022,MAR,Left Turn,0,3,27,14,205,81
2022,MAR,Other Non-Collision,0,0,4,3,54,52
2022,MAR,Other Object,0,0,0,0,14,9
2022,MAR,Overturning,0,0,4,1,8,11
2022,MAR,Parked Vehicle,1,1,5,5,89,79
2022,MAR,Pedalcycles,0,1,7,0,17,11
2022,MAR,Pedestrian,1,7,10,3,22,20
2022,MAR,Rear End,0,2,67,66,716,240
2022,MAR,Right Turn,0,0,7,3,102,40
2022,MAR,Sideswipe - Passing,0,6,31,21,470,195
2022,MAR,Train,0,0,2,0,2,2
2022,MAR,Unknown,0,0,0,0,20,14
2022,MRW,Angle,1,11,54,18,152,80
2022,MRW,Animal,0,1,3,2,234,170
2022,MRW,Backing,0,0,0,0,56,16
2022,MRW,Fixed Object,4,10,63,23,280,275
2022,MRW,Head On,1,1,13,2,47,21
2022,MRW,Left Turn,0,0,12,1,105,39
2022,MRW,Other Non-Collision,0,0,1,0,43,28
2022,MRW,Other Object,0,0,0,1,7,6
2022,MRW,Overturning,0,3,6,3,9,13
2022,MRW,Parked Vehicle,1,0,0,0,12,9
2022,MRW,Pedalcycles,0,0,2,0,4,2
2022,MRW,Pedestrian,0,2,4,1,4,4
2022,MRW,Rear End,3,1,24,16,264,104
2022,MRW,Right Turn,0,0,8,1,17,9
2022,MRW,Sideswipe - Meeting,0,0,0,0,3,1
2022,MRW,Sideswipe - Passing,0,2,24,8,245,89
2022,MRW,Unknown,0,0,0,0,11,9
2022,PER,Parked Vehicle,0,0,1,0,0,1
2022,PIC,Angle,2,21,75,56,319,174
2022,PIC,Animal,0,3,1,4,197,153
2022,PIC,Backing,0,0,1,2,77,43
2022,PIC,Fixed Object,6,17,55,32,242,278
2022,PIC,Head On,0,1,22,2,39,24
2022,PIC,Left Turn,0,2,27,9,201,76
2022,PIC,Other Non-Collision,0,7,10,8,52,55
2022,PIC,Other Object,0,0,0,0,5,3
2022,PIC,Overturning,0,2,8,1,8,18
2022,PIC,Parked Vehicle,0,4,2,5,51,46
2022,PIC,Pedestrian,0,4,8,2,13,12
2022,PIC,Rear End,1,5,76,57,541,240
2022,PIC,Right Turn,0,0,5,4,80,32
2022,PIC,Sideswipe - Passing,0,1,14,9,304,125
2022,PIC,Unknown,0,0,0,0,7,7
2022,ROS,Angle,0,0,0,0,2,1
2022,ROS,Animal,0,0,0,0,1,1
2022,ROS,Fixed Object,0,0,0,0,1,1
2022,UNI,Angle,2,15,46,42,333,154
2022,UNI,Animal,0,1,9,6,374,274
2022,UNI,Backing,0,0,0,2,106,47
2022,UNI,Fixed Object,2,12,46,30,222,255
2022,UNI,Head On,0,4,5,7,39,20
2022,UNI,Left Turn,1,5,13,17,124,57
2022,UNI,Other Non-Collision,0,3,4,2,24,28
2022,UNI,Other Object,0,0,0,0,10,8
2022,UNI,Overturning,0,1,10,3,8,19
2022,UNI,Parked Vehicle,0,1,4,8,50,45
2022,UNI,Pedalcycles,0,1,0,2,9,5
2022,UNI,Pedestrian,1,1,3,2,8,6
2022,UNI,Rear End,1,3,40,75,710,283
2022,UNI,Right Turn,0,1,1,0,79,31
2022,UNI,Sideswipe - Passing,0,4,17,19,364,155
2022,UNI,Train,0,0,0,0,1,1
2022,UNI,Unknown,0,0,2,1,17,11
2023,CRA,Fixed Object,0,0,0,0,1,1
2023,DEL,Angle,1,34,190,131,1078,491
2023,DEL,Animal,0,1,21,17,394,298
2023,DEL,Backing,0,0,5,1,278,129
2023,DEL,Fixed Object,4,16,84,62,515,490
2023,DEL,Head On,5,8,30,25,81,56
2023,DEL,Left Turn,0,15,106,90,646,281
2023,DEL,Other Non-Collision,0,1,2,0,59,43
2023,DEL,Other Object,0,0,0,0,12,10
2023,DEL,Overturning,0,3,9,3,12,17
2023,DEL,Parked Vehicle,1,0,7,6,148,128
2023,DEL,Pedalcycles,0,4,4,1,20,12
2023,DEL,Pedestrian,0,2,20,5,31,23
2023,DEL,Rear End,1,8,152,288,2559,1000
2023,DEL,Right Turn,1,0,13,11,245,97
2023,DEL,Sideswipe - Passing,2,6,46,47,1025,391
2023,DEL,Train,0,0,2,0,1,2
2023,DEL,Unknown,0,0,0,0,27,17
2023,FAI,Angle,1,22,121,71,769,335
2023,FAI,Animal,0,1,3,0,121,92
2023,FAI,Backing,0,1,3,0,141,70
2023,FAI,Fixed Object,5,29,65,34,298,336
2023,FAI,Head On,2,11,30,9,82,52
2023,FAI,Left Turn,3,9,34,33,365,158
2023,FAI,Other Non-Collision,0,1,3,2,36,36
2023,FAI,Other Object,0,1,0,0,3,4
2023,FAI,Overturning,0,4,10,2,10,21
2023,FAI,Parked Vehicle,0,1,13,3,103,113
2023,FAI,Pedalcycles,0,0,6,7,19,13
2023,FAI,Pedestrian,1,6,12,4,28,24
2023,FAI,Rear End,2,4,104,85,1327,517
2023,FAI,Right Turn,0,1,12,5,190,78
2023,FAI,Sideswipe - Meeting,0,1,0,0,1,1
2023,FAI,Sideswipe - Passing,1,11,47,24,628,258
2023,FAI,Unknown,0,0,1,0,16,10
2023,FRA,Angle,19,115,1412,1094,8563,3751
2023,FRA,Animal,1,0,18,7,210,160
2023,FRA,Backing,0,3,20,32,1720,911
2023,FRA,Fixed Object,19,128,531,301,2550,2692
2023,FRA,Head On,16,67,292,197,1051,558
2023,FRA,Left Turn,12,49,651,498,3838,1758
2023,FRA,Other Non-Collision,4,22,50,25,248,257
2023,FRA,Other Object,0,1,14,2,106,91
2023,FRA,Overturning,1,7,44,18,40,82
2023,FRA,Parked Vehicle,0,12,139,84,2523,2105
2023,FRA,Pedalcycles,3,24,134,38,271,213
2023,FRA,Pedestrian,29,114,299,127,707,529
2023,FRA,Rear End,11,70,1281,1296,13589,5332
2023,FRA,Right Turn,2,10,127,137,1868,769
2023,FRA,Sideswipe - Meeting,0,0,2,0,18,10
2023,FRA,Sideswipe - Passing,11,40,541,480,10133,4240
2023,FRA,Train,0,0,0,1,3,2
2023,FRA,Unknown,1,6,19,7,212,132
2023,KNO,Angle,1,4,31,29,324,135
2023,KNO,Animal,0,3,8,3,273,213
2023,KNO,Backing,0,0,1,0,85,43
2023,KNO,Fixed Object,3,14,66,22,202,236
2023,KNO,Head On,2,3,21,15,49,28
2023,KNO,Left Turn,0,1,18,13,131,61
2023,KNO,Other Non-Collision,0,0,0,1,15,11
2023,KNO,Other Object,0,0,0,0,2,2
2023,KNO,Overturning,0,2,5,4,4,15
2023,KNO,Parked Vehicle,0,0,1,3,23,25
2023,KNO,Pedestrian,1,1,1,6,12,10
2023,KNO,Rear End,0,2,27,28,447,165
2023,KNO,Right Turn,0,0,2,2,44,21
2023,KNO,Sideswipe - Meeting,0,0,0,0,2,1
2023,KNO,Sideswipe - Passing,0,1,14,10,186,81
2023,KNO,Unknown,0,0,0,0,5,4
2023,LIC,Angle,3,13,118,95,992,424
2023,LIC,Animal,0,3,13,7,300,246
2023,LIC,Backing,0,0,0,4,209,107
2023,LIC,Fixed Object,5,26,119,74,580,644
2023,LIC,Head On,2,12,17,21,118,61
2023,LIC,Left Turn,1,13,54,36,498,205
2023,LIC,Other Non-Collision,0,6,5,3,78,69
2023,LIC,Other Non-Vehicle,0,0,0,0,2,1
2023,LIC,Other Object,0,0,1,0,24,18
2023,LIC,Overturning,1,4,11,5,9,27
2023,LIC,Parked Vehicle,0,4,11,9,140,119
2023,LIC,Pedalcycles,0,2,7,2,16,12
2023,LIC,Pedestrian,2,6,15,9,43,32
2023,LIC,Rear End,8,28,107,107,1828,693
2023,LIC,Right Turn,1,3,14,11,229,102
2023,LIC,Sideswipe - Meeting,0,0,0,0,6,2
2023,LIC,Sideswipe - Passing,0,8,59,41,950,394
2023,LIC,Train,0,0,1,0,3,2
2023,LIC,Unknown,0,2,4,1,21,20
2023,MAD,Angle,0,13,44,38,222,118
2023,MAD,Animal,1,1,12,7,152,105
2023,MAD,Backing,0,2,1,0,76,40
2023,MAD,Fixed Object,6,23,50,21,247,264
2023,MAD,Head On,2,4,5,10,35,21
2023,MAD,Left Turn,0,2,23,16,46,31
2023,MAD,Other Non-Collision,0,1,6,1,39,35
2023,MAD,Other Object,0,0,0,1,14,13
2023,MAD,Overturning,0,2,5,0,5,12
2023,MAD,Parked Vehicle,0,0,2,4,35,36
2023,MAD,Pedalcycles,0,0,2,0,3,2
2023,MAD,Pedestrian,0,0,1,1,6,3
2023,MAD,Rear End,1,15,46,38,454,174
2023,MAD,Right Turn,0,0,2,3,47,17
2023,MAD,Sideswipe - Meeting,0,0,0,3,7,4
2023,MAD,Sideswipe - Passing,0,3,24,19,389,165
2023,MAD,Unknown,0,0,2,0,32,18
2023,MAR,Angle,3,20,106,66,585,257
2023,MAR,Animal,1,0,4,9,329,259
2023,MAR,Backing,0,0,2,2,150,66
2023,MAR,Fixed Object,4,16,55,21,201,226
2023,MAR,Head On,1,4,7,2,37,19
2023,MAR,Left Turn,0,4,30,15,195,88
2023,MAR,Other Non-Collision,1,0,3,3,30,27
2023,MAR,Other Object,0,0,0,0,10,9
2023,MAR,Overturning,0,2,7,1,3,9
2023,MAR,Parked Vehicle,0,1,10,3,69,74
2023,MAR,Pedalcycles,0,1,4,3,10,8
2023,MAR,Pedestrian,0,0,5,2,8,5
2023,MAR,Rear End,0,2,52,80,570,244
2023,MAR,Right Turn,0,0,6,2,100,42
2023,MAR,Sideswipe - Passing,1,2,24,11,382,163
2023,MAR,Unknown,0,0,1,0,25,16
2023,MRW,Angle,1,6,76,13,159,89
2023,MRW,Animal,1,0,7,5,299,224
2023,MRW,Backing,0,0,0,0,45,18
2023,MRW,Fixed Object,0,9,72,24,228,247
2023,MRW,Head On,0,5,6,4,34,19
2023,MRW,Left Turn,1,2,10,6,102,40
2023,MRW,Other Non-Collision,0,0,2,0,27,16
2023,MRW,Other Object,0,0,0,0,8,5
2023,MRW,Overturning,1,3,2,0,6,9
2023,MRW,Parked Vehicle,0,0,4,2,45,13
2023,MRW,Pedalcycles,0,1,0,0,3,1
2023,MRW,Pedestrian,0,3,1,0,6,4
2023,MRW,Rear End,1,2,26,22,257,114
2023,MRW,Right Turn,0,0,4,0,28,11
2023,MRW,Sideswipe - Passing,0,0,27,9,242,100
2023,MRW,Unknown,0,0,0,0,18,12
2023,PIC,Angle,0,5,66,40,317,153
2023,PIC,Animal,0,2,4,6,218,183
2023,PIC,Backing,0,0,1,2,152,46
2023,PIC,Fixed Object,2,25,52,24,163,217
2023,PIC,Head On,1,16,19,12,47,31
2023,PIC,Left Turn,0,3,29,23,203,82
2023,PIC,Other Non-Collision,0,3,8,5,54,55
2023,PIC,Other Object,0,0,0,0,6,6
2023,PIC,Overturning,0,4,10,4,8,21
2023,PIC,Parked Vehicle,0,4,2,4,39,39
2023,PIC,Pedalcycles,0,0,2,0,2,2
2023,PIC,Pedestrian,1,1,4,2,5,6
2023,PIC,Rear End,1,4,48,44,526,227
2023,PIC,Right Turn,0,0,3,4,103,29
2023,PIC,Sideswipe - Meeting,0,0,0,0,2,1
2023,PIC,Sideswipe - Passing,2,4,23,7,318,131
2023,PIC,Unknown,0,0,1,0,11,7
2023,UNI,Angle,2,12,38,38,253,132
2023,UNI,Animal,0,1,17,8,332,242
2023,UNI,Backing,0,0,0,0,89,42
2023,UNI,Fixed Object,4,11,41,43,248,274
2023,UNI,Head On,0,6,5,4,33,18
2023,UNI,Left Turn,0,0,23,20,113,57
2023,UNI,Other Non-Collision,0,1,3,0,21,22
2023,UNI,Other Object,0,1,0,0,13,7
2023,UNI,Overturning,1,2,13,7,5,17
2023,UNI,Parked Vehicle,0,0,4,3,27,31
2023,UNI,Pedalcycles,0,0,1,0,6,3
2023,UNI,Pedestrian,1,0,2,1,3,4
2023,UNI,Rear End,0,3,65,79,629,259
2023,UNI,Right Turn,0,0,3,2,54,21
2023,UNI,Sideswipe - Passing,0,3,25,16,391,154
2023,UNI,Unknown,0,0,2,0,13,12
